#SampleID	Dataset	lat	long	pH	specific_location	Moisture	N	C	CN	CO2_C
CP672	Central_Park	40.7954	-73.95245	4.48	"New York, NY USA"	10.48027008	0.6338	14.44	22.78321237	1.937812253
CP298	Central_Park	40.77853	-73.97328	6.55	"New York, NY USA"	32.1334914	0.6342	11.21	17.67581205	1.874291492
CP467	Central_Park	40.7904	-73.95967	5.1	"New York, NY USA"	11.02054678	0.6468	19.84	30.67408782	5.493078395
CP249	Central_Park	40.77807	-73.96697	4.8	"New York, NY USA"	21.74533774	0.6497	20.77	31.96860089	1.635098507
CP621	Central_Park	40.79752	-73.95258	6.89	"New York, NY USA"	23.68333333	0.6525	8.742	13.39770115	5.447675325
CP462	Central_Park	40.79051	-73.96384	5.12	"New York, NY USA"	20.02900419	0.6862	20.39	29.71436899	8.416259648
CP308	Central_Park	40.77542	-73.97495	5.88	"New York, NY USA"	29.67516779	0.7022	11.63	16.56223298	5.863841194
CP680	Central_Park	40.79509	-73.95461	4.57	"New York, NY USA"	14.04932277	0.8435	29.16	34.57024303	11.04407315
CP547	Central_Park	40.77325	-73.96983	6	"New York, NY USA"	21.0372073	1.166	6.488	5.56432247	3.03467183
CP545	Central_Park	40.77348	-73.97163	5.92	"New York, NY USA"	17.23236954	1.233	6.04	4.898621249	2.844686353
CP542	Central_Park	40.79331	-73.96281	5.04	"New York, NY USA"	18.76448152	1.598	8.503	5.321026283	4.15954015
CP549	Central_Park	40.77328	-73.9692	5.48	"New York, NY USA"	16.59100122	1.997	6.742	3.376064096	1.870544068
CP558	Central_Park	40.7895	-73.9631	6.72	"New York, NY USA"	19.86031652	2.552	6.145	2.407915361	5.292988147
CP557	Central_Park	40.79064	-73.96415	6.7	"New York, NY USA"	23.43450346	3.543	7.808	2.203782106	0
CP500	Central_Park	40.79158	-73.96278	4.89	"New York, NY USA"	6.674540444	NA	NA	NA	7.912035587
CP560	Central_Park	40.78901	-73.96075	6.11	"New York, NY USA"	9.588998764	NA	NA	NA	3.145582259
CP563	Central_Park	40.78991	-73.95986	6.48	"New York, NY USA"	23.5687526	NA	NA	NA	1.760302285
CP564	Central_Park	40.79036	-73.96051	6.41	"New York, NY USA"	18.47477982	NA	NA	NA	2.220712483
CP565	Central_Park	40.79045	-73.96216	6.55	"New York, NY USA"	33.42043735	NA	NA	NA	8.102589822
CP566	Central_Park	40.79094	-73.96332	6.24	"New York, NY USA"	24.83077714	NA	NA	NA	6.434016696
CP567	Central_Park	40.78918	-73.96273	5.77	"New York, NY USA"	10.06495959	NA	NA	NA	1.85804142
CP568	Central_Park	40.78945	-73.96402	6.91	"New York, NY USA"	17.19075908	NA	NA	NA	1.273405259
CP569	Central_Park	40.78915	-73.96325	4.33	"New York, NY USA"	17.02971135	NA	NA	NA	2.802866073
CP570	Central_Park	40.78835	-73.96423	6.22	"New York, NY USA"	10.77824268	NA	NA	NA	2.581513086
CP571	Central_Park	40.78909	-73.96503	5.68	"New York, NY USA"	17.50739798	NA	NA	NA	2.019514627
CP572	Central_Park	40.78383	-73.96829	4.7	"New York, NY USA"	6.816369494	NA	NA	NA	2.068346261
CP578	Central_Park	40.7819	-73.96222	6.75	"New York, NY USA"	17.21264455	NA	NA	NA	0.721721136
CP750	Central_Park	40.77308	-73.97177	6.26	"New York, NY USA"	15.43886074	NA	NA	NA	2.734400706
CP406	Central_Park	40.78069	-73.9654	5.22	"New York, NY USA"	7.226798174	0.1958	3.591	18.340143	3.211889919
CP607	Central_Park	40.79833333	-73.95401667	6.78	"New York, NY USA"	14.20297637	0.2062	3.666	17.77885548	1.312028403
CP582	Central_Park	40.78261	-73.96308	7.98	"New York, NY USA"	10.06464637	0.2223	8.8	39.58614485	3.284233809
CP269	Central_Park	40.77762	-73.97008	4.47	"New York, NY USA"	12.78307781	0.2265	4.552	20.09713024	3.107892543
CP660	Central_Park	40.7949	-73.95771	4.68	"New York, NY USA"	31.70871779	0.2268	3.999	17.63227513	5.547261196
CP267	Central_Park	40.77788	-73.97131	6.46	"New York, NY USA"	13.9113668	0.242	3.824	15.80165289	1.490505737
CP294	Central_Park	40.77836	-73.97266	6.25	"New York, NY USA"	14.22037906	0.2436	4.769	19.5771757	3.487607924
CP274	Central_Park	40.77757	-73.96866	4.81	"New York, NY USA"	13.6432215	0.2479	4.693	18.93102057	1.927499653
CP661	Central_Park	40.79427	-73.95809	5.3	"New York, NY USA"	15.94966118	0.2491	5.319	21.35287033	4.62226627
CP441	Central_Park	40.78307	-73.96332	7.43	"New York, NY USA"	12.3214505	0.2591	6.326	24.41528367	5.809965978
CP272	Central_Park	40.77742	-73.96863	5	"New York, NY USA"	13.78250424	0.2602	6.307	24.23904689	1.470946578
CP442	Central_Park	40.78397	-73.96451	7.44	"New York, NY USA"	15.77972827	0.2602	6.595	25.34588778	1.689957473
CP304	Central_Park	40.77621	-73.97375	6.08	"New York, NY USA"	17.4691194	0.2719	6.361	23.39463038	6.691001927
CP653	Central_Park	40.79785	-73.95753	4.71	"New York, NY USA"	13.57060442	0.2834	5.98	21.10091743	0.720804763
CP681	Central_Park	40.79505	-73.95537	4.94	"New York, NY USA"	12.48250558	0.2841	5.645	19.86976417	2.566166913
CP689	Central_Park	40.7947	-73.95891	6.24	"New York, NY USA"	21.06417823	0.2897	5.819	20.08629617	2.880985624
CP413	Central_Park	40.78342	-73.97031	4.57	"New York, NY USA"	14.98119757	0.2969	4.888	16.46345571	1.593344691
CP332	Central_Park	40.77571	-73.9664	6.65	"New York, NY USA"	14.9670518	0.3052	6.945	22.75557012	1.858415444
CP305	Central_Park	40.77576	-73.97388	6.84	"New York, NY USA"	19.89307925	0.3247	7.183	22.12195873	2.36114831
CP656	Central_Park	40.7969	-73.95731	4.95	"New York, NY USA"	15.70507522	0.3276	5.913	18.04945055	3.359469408
CP334	Central_Park	40.77279	-73.9671	6.64	"New York, NY USA"	14.98595769	0.3287	6.519	19.83267417	1.198907438
CP71	Central_Park	40.77007	-73.97475	5.02	"New York, NY USA"	17.13864659	0.3342	6.052	18.10891682	2.32597999
CP639	Central_Park	40.79744	-73.95571	4.62	"New York, NY USA"	17.61545215	0.3426	7.923	23.12609457	2.740470609
CP295	Central_Park	40.77788	-73.97301	6.74	"New York, NY USA"	18.57892044	0.3471	6.361	18.3261308	2.271825381
CP597	Central_Park	40.78436	-73.96664	5.85	"New York, NY USA"	18.72953149	0.3579	8.722	24.36993574	6.453383524
CP671	Central_Park	40.79566	-73.95243	6.15	"New York, NY USA"	12.71358767	0.3584	5.515	15.38783482	4.950112363
CP266	Central_Park	40.77725	-73.97083	4.76	"New York, NY USA"	17.67878893	0.3586	12.85	35.8337981	0.978494488
CP625	Central_Park	40.79826	-73.95446	5.37	"New York, NY USA"	16.77107571	0.3627	8.484	23.39123242	2.839936892
